"indicator_id","indicator","unit","indicator_desc","source_org","source_id","source"
"DP.DOD.DECX.CR.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.L1.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.M1.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLCD.CR.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLD1.CR.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLD1.CR.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLD1.CR.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLD1.CR.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLD2.CR.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLD2.CR.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLD2.CR.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLD2.CR.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLD2A.CR.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLD2A.CR.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLD2A.CR.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLD2A.CR.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLD3.CR.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLD3.CR.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLD3.CR.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLD3.CR.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLD4.CR.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLD4.CR.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLD4.CR.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLD4.CR.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.L1.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.M1.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.MV.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLDS.CR.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.L1.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.M1.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLIN.CR.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.L1.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.M1.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLLO.CR.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.L1.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.M1.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLOA.CR.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.M1.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.NF",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.NF.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.NF.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.PS",NA,NA,NA,NA,20,NA
"DP.DOD.DLSD.CR.PS.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.FC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.FC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.GG",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.GG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.GG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.L1.BC",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.L1.BC.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.L1.BC.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.L1.CG",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.L1.CG.CD",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.L1.CG.Z1",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.L1.FC",NA,NA,NA,NA,20,NA
"DP.DOD.DLTC.CR.L1.FC.CD",NA,NA,NA,NA,20,NA
